,Rowid_,VALUE,COUNT,ISO_AG11_15,GT_DEM,PMEAN_ALL,TMAX8,TMEAN_ALL,DTMEAN8_12,P_N,INT_CNL_EUC,R2
144429,,144430,1,92,1249,22,288,75,209,0,116000008,1
144527,,144528,1,93,1687,48,260,35,222,0,25000000,1
144611,,144612,1,90,1927,22,263,37,247,0,16999998,1
144745,,144746,1,89,1524,23,279,69,193,0,8000000,1
144824,,144825,1,92,1400,27,288,66,219,0,104000000,1
144853,,144854,1,91,800,26,313,100,230,0,0,1
144971,,144972,1,90,2106,25,249,27,240,0,19999998,1
145029,,145030,1,90,2074,41,245,22,245,0,121000000,1
145032,,145033,1,90,2288,49,229,8,241,0,37000004,1
145148,,145149,1,92,1282,21,288,76,206,0,81999992,1
145185,,145186,1,92,1324,24,292,72,218,0,16999998,1
145198,,145199,1,91,939,22,314,91,226,0,305000032,1
145289,,145290,1,100,2703,48,198,-17,208,0,807999936,1
145370,,145371,1,96,1735,24,274,49,250,0,60999996,1
145399,,145400,1,90,1886,51,257,30,246,0,16000000,1
145654,,145655,1,90,2078,28,239,18,228,0,49000000,1
145748,,145749,1,90,1905,52,256,29,245,0,45000004,1
145759,,145760,1,85,2352,56,224,1,238,0,85000008,1
145880,,145881,1,92,1357,23,289,73,213,0,16000000,1
146052,,146053,1,85,3111,41,196,-14,217,0,40000000,1
146165,,146166,1,65,517,57,300,108,167,0,9000000,1
146188,,146189,1,89,1456,37,277,65,184,0,129999992,1
146191,,146192,1,89,1536,35,268,63,181,0,25000000,1
146225,,146226,1,92,1265,21,290,79,204,0,1000000,1
146307,,146308,1,91,905,29,312,99,229,0,8000000,1
146403,,146404,1,85,2678,38,204,-8,220,0,16000000,1
146576,,146577,1,92,1243,22,289,75,209,0,125000000,1
146803,,146804,1,90,1905,51,256,30,245,0,52000000,1
146809,,146810,1,90,2286,56,227,4,239,0,40999996,1
146859,,146860,1,65,646,67,299,105,166,0,1000000,1
146942,,146943,1,92,1469,27,283,63,215,0,2000000,1
147007,,147008,1,97,1144,48,289,65,225,0,10000000,1
147287,,147288,1,92,1478,26,284,65,215,0,37000004,1
147306,,147307,1,91,951,23,308,88,221,0,37000004,1
147502,,147503,1,100,2437,53,213,-7,229,0,949000000,1
147564,,147565,1,89,1478,27,268,67,186,0,36000000,1
147672,,147673,1,91,772,25,315,103,231,0,1000000,1
147675,,147676,1,91,781,25,316,104,231,0,0,1
147702,,147703,1,85,2606,47,209,-9,214,0,225999984,1
147719,,147720,1,100,2738,48,193,-20,207,0,802000064,1
147871,,147872,1,47,312,82,309,117,158,0,0,1
148146,,148147,1,96,1702,20,278,47,253,0,121000000,1
148166,,148167,1,96,1613,21,286,57,253,0,50000000,1
148185,,148186,1,90,1993,44,247,24,245,0,29000002,1
148212,,148213,1,85,2335,56,223,0,238,0,337000032,1
148336,,148337,1,92,1340,22,283,73,202,0,13000000,1
148383,,148384,1,92,1310,25,297,74,220,0,170000016,1
148624,,148625,1,47,407,92,302,110,158,0,4999999,1
148726,,148727,1,89,1451,22,283,70,198,0,117000008,1
148972,,148973,1,90,1815,31,263,40,247,0,19999998,1
149179,,149180,1,91,995,23,311,88,221,0,306000000,1
149183,,149184,1,91,909,21,314,95,223,0,57999996,1
149399,,149400,1,47,426,84,305,111,159,0,2000000,1
149436,,149437,1,65,825,71,289,94,166,0,0,1
149674,,149675,1,90,2037,25,253,30,243,0,50000000,1
149769,,149770,1,47,543,101,299,109,156,0,9000000,1
149783,,149784,1,65,851,66,287,95,161,0,2000000,1
150190,,150191,1,89,1561,38,264,58,179,0,25000000,1
150194,,150195,1,89,1289,24,289,87,191,0,45000004,1
150233,,150234,1,92,1280,21,286,77,202,0,16000000,1
150451,,150452,1,96,1630,22,283,55,254,0,10000000,1
150462,,150463,1,90,1769,31,264,42,246,0,79999992,1
150676,,150677,1,93,1446,47,282,60,223,0,2000000,1
150743,,150744,1,85,2671,33,222,4,226,0,4999999,1
150812,,150813,1,90,1706,36,266,43,245,0,4999999,1
150951,,150952,1,92,1253,20,286,78,200,0,4000000,1
150955,,150956,1,92,1274,21,286,77,200,0,1000000,1
151003,,151004,1,92,1338,25,294,72,217,0,180000016,1
151115,,151116,1,90,1811,20,274,45,252,0,1000000,1
151123,,151124,1,85,2829,43,192,-17,216,0,53000000,1
151176,,151177,1,90,1696,36,267,44,245,0,4999999,1
151222,,151223,1,100,2422,50,217,-3,227,0,1249000064,1
151318,,151319,1,92,1279,20,290,81,201,0,1000000,1
151691,,151692,1,89,1579,27,271,71,186,0,125000000,1
151695,,151696,1,92,1310,19,297,83,197,0,96999992,1
151787,,151788,1,91,1089,34,305,91,229,0,8000000,1
151921,,151922,1,96,1723,29,268,45,248,0,145000000,1
152100,,152101,1,92,1320,21,284,75,200,0,33999996,1
152150,,152151,1,92,1391,30,287,68,214,0,105999992,1
152258,,152259,1,85,2591,32,226,7,228,0,9000000,1
152279,,152280,1,85,2718,37,210,-3,224,0,13000000,1
152284,,152285,1,96,1772,21,272,43,252,0,18000000,1
152298,,152299,2,96,1482,17,296,59,259,0,0,1
152374,,152375,1,85,2558,56,205,-12,225,0,313000032,1
152415,,152416,1,65,478,46,308,115,174,0,0,1
152534,,152535,1,93,1668,29,270,53,208,0,100000000,1
152707,,152708,1,85,2598,40,200,-11,219,0,53000000,1
152927,,152928,1,92,1309,21,293,78,209,0,144000000,1
153021,,153022,1,90,1787,42,264,33,232,0,121000000,1
153031,,153032,1,85,2710,46,220,-1,217,0,85000008,1
153106,,153107,1,96,1639,19,284,53,255,0,16999998,1
153165,,153166,1,96,1667,30,270,47,247,0,197000000,1
153179,,153180,1,90,1715,40,263,41,242,0,32000002,1
153198,,153199,1,90,1951,49,253,25,244,0,225999984,1
153330,,153331,1,89,1287,21,289,80,199,0,4999999,1
153425,,153426,1,91,857,27,318,106,233,0,0,1
153456,,153457,1,85,2475,49,209,-9,210,0,144000000,1
153622,,153623,1,85,2352,56,219,-3,235,0,105999992,1
153735,,153736,1,89,1524,23,275,67,196,0,57999996,1
153904,,153905,1,90,2379,29,239,18,233,0,25000000,1
153953,,153954,1,96,1486,18,295,58,260,0,0,1
154169,,154170,1,92,1450,27,281,62,211,0,26000000,1
154294,,154295,1,85,2973,50,182,-27,204,0,105999992,1
154332,,154333,1,85,2699,49,172,-31,205,0,57999996,1
154470,,154471,1,65,476,50,305,109,170,0,1000000,1
154929,,154930,1,89,1563,24,272,64,195,0,29000002,1
155119,,155120,1,85,2859,43,192,-18,211,0,85000008,1
155220,,155221,1,90,1906,47,257,31,244,0,74000000,1
155342,,155343,1,89,1659,25,270,63,189,0,19999998,1
155419,,155420,1,91,743,19,319,108,229,0,1000000,1
155446,,155447,1,91,1007,31,316,101,233,0,37000004,1
155503,,155504,1,85,2424,42,216,-2,216,0,201999984,1
155570,,155571,1,96,1747,20,279,47,253,0,96999992,1
155951,,155952,1,96,1747,22,275,47,252,0,1000000,1
156051,,156052,1,90,2218,55,233,7,239,0,9000000,1
156087,,156088,1,65,533,62,311,111,168,0,1000000,1
156122,,156123,1,89,1514,38,272,60,182,0,169000000,1
156296,,156297,1,90,2036,39,263,32,234,0,25000000,1
156365,,156366,1,90,2368,32,228,11,230,0,40999996,1
156394,,156395,1,96,1474,18,296,58,261,0,1000000,1
156410,,156411,1,96,1493,21,291,58,257,0,40999996,1
156481,,156482,1,100,2392,52,204,-11,219,0,1028000000,1
156501,,156502,1,47,520,101,305,109,161,0,16000000,1
156532,,156533,1,65,791,55,293,99,167,0,10000000,1
156543,,156544,1,89,1274,42,280,75,187,0,0,1
156664,,156665,1,92,1383,30,287,69,214,0,109000000,1
156920,,156921,1,90,2148,54,237,8,242,0,145000000,1
157146,,157147,1,91,935,24,306,96,227,0,8000000,1
157150,,157151,1,91,865,23,314,104,231,0,10000000,1
157172,,157173,1,93,1542,45,282,58,227,0,201999984,1
157305,,157306,1,96,1484,18,296,58,262,0,9000000,1
157310,,157311,1,96,1477,19,294,57,261,0,2000000,1
157327,,157328,1,96,1780,28,270,48,246,0,49000000,1
157396,,157397,1,30,345,167,237,110,103,0,296000000,1
157404,,157405,1,57,427,127,303,115,156,0,1000000,1
157462,,157463,1,89,1476,38,272,61,181,0,257000000,1
157682,,157683,1,85,2829,48,184,-25,206,0,296000000,1
157822,,157823,1,85,2518,54,216,-5,229,0,257000000,1
157876,,157877,1,65,644,47,303,107,170,0,0,1
158075,,158076,1,85,2307,44,231,8,220,0,50000000,1
158086,,158087,1,85,2567,47,207,-10,212,0,197000000,1
158129,,158130,1,96,1778,23,269,42,249,0,1000000,1
158187,,158188,1,96,1551,24,282,55,253,0,105999992,1
158865,,158866,1,93,1503,44,284,61,228,0,89000008,1
158887,,158888,1,90,1831,40,263,33,232,0,10000000,1
158888,,158889,1,90,1935,41,254,25,229,0,18000000,1
159100,,159101,1,65,548,53,316,117,170,0,1000000,1
159140,,159141,1,89,1444,24,282,77,190,0,10000000,1
159156,,159157,1,89,1585,24,277,68,191,0,85000008,1
159167,,159168,1,89,1500,22,281,72,193,0,104000000,1
159479,,159480,1,100,2752,52,190,-18,209,0,2050000000,1
159494,,159495,1,57,484,123,301,112,157,0,0,1
159541,,159542,1,89,1397,21,292,83,194,0,26000000,1
159602,,159603,1,92,1595,31,284,66,213,0,13000000,1
159611,,159612,1,92,1242,26,293,79,217,0,40000000,1
159882,,159883,1,100,2509,49,209,-6,218,0,1717000064,1
159931,,159932,1,89,1492,37,273,61,182,0,100000000,1
160069,,160070,1,91,1096,31,308,94,231,0,25000000,1
160250,,160251,1,90,2000,49,251,25,242,0,1000000,1
160265,,160266,1,85,2406,54,218,-3,230,0,244999984,1
160424,,160425,1,92,1241,26,299,80,214,0,10000000,1
160457,,160458,1,91,914,23,315,105,231,0,25000000,1
160869,,160870,1,96,1402,41,293,73,229,0,256000000,1
160873,,160874,1,96,1415,43,285,62,229,0,64000000,1
160934,,160935,1,90,2248,36,242,21,226,0,37000004,1
160960,,160961,1,90,1966,27,254,30,241,0,197000000,1
160982,,160983,1,90,2272,28,243,22,237,0,45000004,1
161262,,161263,1,91,1116,34,304,88,229,0,100000000,1
161284,,161285,1,93,1733,42,268,40,228,0,90000000,1
161314,,161315,1,90,2002,39,252,25,230,0,52000000,1
161446,,161447,1,90,1876,44,258,34,241,0,29000002,1
161478,,161479,1,100,2682,52,196,-15,212,0,1395999872,1
161480,,161481,1,100,2678,51,195,-14,210,0,1949000064,1
161510,,161511,1,89,1550,45,274,74,186,0,1000000,1
161516,,161517,1,89,1485,36,272,64,185,0,89000008,1
161610,,161611,1,92,1443,28,291,69,210,0,145000000,1
161697,,161698,1,90,1904,39,253,25,229,0,112999992,1
161755,,161756,1,90,2091,29,247,25,239,0,9000000,1
161764,,161765,1,96,1727,26,258,33,245,0,8000000,1
161784,,161785,1,96,1468,18,295,55,259,0,4000000,1
161899,,161900,1,65,668,50,293,96,169,0,0,1
161902,,161903,1,65,548,42,302,112,162,0,0,1
161999,,162000,1,92,1368,25,297,74,213,0,25000000,1
162097,,162098,1,90,2044,42,254,26,227,0,10000000,1
162152,,162153,1,85,2434,38,223,5,221,0,292000000,1
162218,,162219,1,96,1490,20,292,58,259,0,19999998,1
162318,,162319,1,65,1070,58,279,83,170,0,2000000,1
162355,,162356,1,89,1341,33,287,70,185,0,19999998,1
162588,,162589,1,90,1943,28,254,30,244,0,73000000,1
162641,,162642,1,96,1495,20,291,57,259,0,13000000,1
163144,,163145,1,65,995,53,289,91,171,0,1000000,1
163297,,163298,1,91,907,21,318,106,232,0,40000000,1
163439,,163440,1,96,1480,19,295,63,260,0,1000000,1
163630,,163631,1,89,1594,26,272,68,187,0,145000000,1
163916,,163917,1,85,2866,57,196,-16,221,0,163999984,1
163976,,163977,1,89,1400,34,280,77,189,0,2000000,1
164100,,164101,1,91,1062,22,307,96,223,0,57999996,1
164318,,164319,1,90,2138,50,241,19,236,0,117000008,1
164452,,164453,1,89,1555,24,275,67,191,0,40000000,1
164479,,164480,1,92,1244,23,305,81,214,0,129999992,1
164488,,164489,1,92,1447,28,292,70,211,0,50000000,1
164588,,164589,1,90,1778,34,274,48,236,0,0,1
164640,,164641,1,96,1876,24,268,41,250,0,149000000,1
164982,,164983,1,85,2313,42,237,13,222,0,196000000,1
165018,,165019,1,85,2531,37,224,7,223,0,117000008,1
165162,,165163,1,30,216,174,219,112,88,0,157000000,1
165170,,165171,1,57,677,142,258,100,129,0,16999998,1
165178,,165179,1,65,750,58,303,101,171,0,89000008,1
165292,,165293,1,92,1341,25,299,75,212,0,152999984,1
165472,,165473,1,96,1471,18,296,59,259,0,9000000,1
165494,,165495,1,96,1469,20,291,58,257,0,4999999,1
165513,,165514,1,96,1520,30,276,56,242,0,0,1
165530,,165531,1,90,1863,41,259,37,240,0,37000004,1
165640,,165641,1,89,1340,20,294,83,196,0,26000000,1
165750,,165751,1,96,1435,39,292,71,229,0,100000000,1
165811,,165812,1,90,1830,31,268,43,239,0,53000000,1
165821,,165822,1,85,2836,44,201,-11,214,0,129999992,1
166002,,166003,1,89,1311,25,289,85,190,0,0,1
166069,,166070,1,92,1403,29,294,73,214,0,19999998,1
166088,,166089,1,91,928,20,314,102,226,0,18000000,1
166103,,166104,1,91,1006,24,311,98,231,0,146000000,1
166141,,166142,1,96,1414,37,293,63,240,0,74000000,1
166352,,166353,1,65,736,46,303,104,172,0,0,1
166366,,166367,1,89,1293,30,282,77,189,0,0,1
166665,,166666,1,96,1474,24,286,60,251,0,1000000,1
166945,,166946,1,90,1900,39,259,30,232,0,79999992,1
167025,,167026,1,90,1845,24,271,43,251,0,100000000,1
167212,,167213,1,89,1322,22,293,84,191,0,0,1
167224,,167225,1,92,1290,20,300,84,208,0,18000000,1
167286,,167287,1,91,979,23,313,100,230,0,196000000,1
167342,,167343,1,90,2185,39,247,22,227,0,129999992,1
167372,,167373,1,90,2182,34,238,18,231,0,72000000,1
167388,,167389,1,96,1645,24,283,54,256,0,0,1
167557,,167558,1,89,1549,32,270,68,183,0,25000000,1
167717,,167718,1,96,1694,37,278,46,236,0,85000008,1
167764,,167765,1,85,2418,36,231,12,226,0,85000008,1
167782,,167783,1,96,1652,24,283,53,256,0,4000000,1
167806,,167807,1,96,1491,18,294,58,256,0,50000000,1
167864,,167865,1,90,1778,36,262,42,241,0,1000000,1
167909,,167910,1,100,2621,50,202,-11,215,0,1831999872,1
168009,,168010,1,89,1427,22,287,78,193,0,40999996,1
168228,,168229,1,96,1482,18,294,60,256,0,0,1
168260,,168261,1,96,1463,23,288,61,252,0,1000000,1
168593,,168594,1,96,1781,30,271,45,242,0,0,1
168640,,168641,3,96,1483,18,294,60,256,0,0,1
168782,,168783,1,89,1465,24,285,78,192,0,135999984,1
168869,,168870,1,92,1454,29,292,71,213,0,25000000,1
168880,,168881,1,91,1003,21,310,97,225,0,13000000,1
168945,,168946,1,96,1587,33,284,49,242,0,25000000,1
168969,,168970,1,90,1911,36,260,35,232,0,40999996,1
168993,,168994,1,96,1776,30,273,47,242,0,0,1
169081,,169082,1,96,1584,28,275,55,245,0,8000000,1
169301,,169302,1,91,998,22,313,100,230,0,98000000,1
169353,,169354,1,96,1775,36,274,41,237,0,4999999,1
169485,,169486,1,90,2126,43,238,21,235,0,19999998,1
169517,,169518,1,100,2071,50,244,17,241,0,954000000,1
169544,,169545,1,89,1279,44,274,75,185,0,10000000,1
169596,,169597,1,89,1606,25,271,66,187,0,79999992,1
169603,,169604,1,89,1442,22,285,76,192,0,65000000,1
169874,,169875,1,90,1796,34,260,43,238,0,85000008,1
169890,,169891,1,90,1861,38,262,41,237,0,0,1
170006,,170007,1,89,1396,21,289,80,192,0,0,1
170013,,170014,1,89,1393,22,289,80,192,0,10000000,1
170066,,170067,1,92,1356,27,297,76,213,0,4999999,1
170134,,170135,1,96,1546,39,280,54,231,0,13000000,1
170199,,170200,1,96,1761,30,273,47,243,0,9000000,1
170258,,170259,1,96,1498,21,289,58,256,0,33999996,1
170303,,170304,1,90,1827,38,262,42,237,0,0,1
170356,,170357,1,89,1349,35,271,74,188,0,4000000,1
170504,,170505,1,91,793,17,331,114,236,0,25000000,1
170731,,170732,1,90,1814,37,263,42,238,0,0,1
170811,,170812,1,89,1426,36,278,66,179,0,29000002,1
170866,,170867,1,89,1542,24,278,70,191,0,10000000,1
170891,,170892,1,92,1167,20,314,87,217,0,53000000,1
170935,,170936,1,91,796,18,328,113,234,0,25000000,1
170977,,170978,1,96,1629,37,284,56,233,0,4999999,1
171032,,171033,1,96,1666,29,283,55,246,0,50000000,1
171047,,171048,1,96,1742,29,277,50,249,0,178000000,1
171059,,171060,1,96,1644,24,285,55,257,0,4999999,1
171564,,171565,1,100,2151,46,243,17,238,0,1124999936,1
171807,,171808,1,96,1553,32,289,54,247,0,10000000,1
171881,,171882,1,96,1583,21,287,56,255,0,50000000,1
171990,,171991,1,100,2071,44,244,18,236,0,1325000064,1
172026,,172027,1,89,1310,47,269,70,182,0,49000000,1
172127,,172128,1,92,1179,21,312,86,215,0,4000000,1
172267,,172268,1,96,1814,31,272,46,246,0,163999984,1
172404,,172405,1,65,1161,51,280,80,177,0,4000000,1
172676,,172677,1,96,1557,21,290,58,254,0,13000000,1
172726,,172727,1,96,1539,28,278,58,243,0,1000000,1
172809,,172810,1,89,1343,42,269,71,183,0,50000000,1
172845,,172846,1,89,1490,34,274,65,179,0,33999996,1
172849,,172850,1,89,1524,36,274,65,178,0,79999992,1
172944,,172945,1,91,872,18,323,107,233,0,37000004,1
172999,,173000,1,96,1569,34,288,55,241,0,112999992,1
173137,,173138,1,90,1932,37,250,35,235,0,105999992,1
173314,,173315,1,91,1161,20,313,88,216,0,13000000,1
173688,,173689,1,89,1588,26,276,72,188,0,60999996,1
173917,,173918,1,96,1585,21,285,54,251,0,442000032,1
173921,,173922,1,96,1624,21,283,54,252,0,271999968,1
173969,,173970,1,90,2186,40,247,30,235,0,45000004,1
174133,,174134,1,92,1322,25,301,78,210,0,8000000,1
174243,,174244,1,96,1494,30,291,61,247,0,19999998,1
174406,,174407,1,100,2676,46,200,-10,208,0,2129000192,1
174415,,174416,1,47,657,101,311,111,167,0,1000000,1
174562,,174563,1,92,1549,30,286,66,211,0,10000000,1
174877,,174878,1,89,1202,41,280,78,185,0,4999999,1
174956,,174957,1,92,1515,22,288,76,201,0,16000000,1
175026,,175027,1,91,919,19,319,105,232,0,73000000,1
175412,,175413,1,92,1536,31,280,62,212,0,85000008,1
175493,,175494,1,96,1563,31,287,56,244,0,4000000,1
175736,,175737,1,89,1575,31,277,68,182,0,9000000,1
175866,,175867,1,91,975,23,317,101,232,0,29000002,1
175911,,175912,1,96,1525,31,289,60,245,0,73000000,1
176085,,176086,1,65,930,45,295,90,181,0,67999992,1
176364,,176365,1,96,1667,24,283,55,252,0,250000016,1
176548,,176549,1,89,1270,30,278,80,188,0,0,1
176811,,176812,1,96,1769,23,275,47,246,0,457999968,1
176956,,176957,1,89,1298,37,274,73,184,0,25000000,1
177115,,177116,1,91,1285,33,303,78,235,0,9000000,1
177207,,177208,1,96,1546,21,290,59,253,0,45000004,1
177218,,177219,1,96,1522,20,291,59,251,0,162000000,1
177259,,177260,1,96,1585,28,275,58,241,0,4999999,1
177366,,177367,1,89,1361,26,272,76,188,0,1000000,1
177520,,177521,1,91,935,19,319,105,231,0,4999999,1
177641,,177642,1,96,1602,21,284,55,249,0,677000064,1
177649,,177650,1,96,1523,21,287,60,250,0,135999984,1
177658,,177659,1,96,1436,23,290,65,252,0,0,1
177863,,177864,1,92,1295,20,305,84,211,0,79999992,1
178141,,178142,1,30,217,159,228,110,98,0,250000016,1
178155,,178156,1,65,669,43,314,104,185,0,89000008,1
178188,,178189,1,89,1251,29,279,80,188,0,0,1
178438,,178439,1,96,1583,21,285,55,248,0,611999936,1
178441,,178442,1,96,1574,21,285,56,249,0,580000000,1
178479,,178480,1,90,2233,44,236,20,230,0,65000000,1
178511,,178512,1,100,2609,46,206,-7,214,0,1069000064,1
178662,,178663,1,92,1155,19,317,90,216,0,2000000,1
178666,,178667,1,92,1079,20,316,89,215,0,16999998,1
178682,,178683,1,92,1524,28,289,67,208,0,53000000,1
178763,,178764,1,96,1706,33,278,48,238,0,101000008,1
178987,,178988,1,89,1255,27,278,81,188,0,0,1
179030,,179031,1,89,1547,32,275,72,189,0,8000000,1
179049,,179050,1,92,1386,21,293,82,196,0,4000000,1
179072,,179073,1,92,1198,19,314,90,215,0,16999998,1
179287,,179288,1,90,1779,31,264,50,235,0,32000002,1
179400,,179401,1,89,1281,25,278,80,188,0,2000000,1
179546,,179547,1,91,795,16,328,111,235,0,1000000,1
179573,,179574,1,91,1010,26,321,96,233,0,4999999,1
179859,,179860,1,89,1661,27,275,71,188,0,13000000,1
179860,,179861,1,89,1650,27,275,71,188,0,8000000,1
179893,,179894,1,92,1209,19,310,88,213,0,9000000,1
179969,,179970,1,91,910,18,321,106,232,0,16000000,1
180070,,180071,1,96,1531,20,289,58,248,0,289000000,1
180175,,180176,1,65,914,62,287,87,172,0,9000000,1
180360,,180361,1,91,931,21,323,103,233,0,4000000,1
180481,,180482,1,96,1471,22,289,64,248,0,36000000,1
180531,,180532,1,90,2216,48,226,7,231,0,4999999,1
180545,,180546,1,85,2702,49,201,-11,215,0,319999968,1
180629,,180630,1,89,1556,36,272,67,180,0,52000000,1
180656,,180657,4,89,1383,21,294,82,197,0,0,1
180894,,180895,1,96,1429,22,291,67,249,0,0,1
181047,,181048,1,89,1487,33,276,68,181,0,4000000,1
181275,,181276,1,96,1565,21,287,57,248,0,292000000,1
181461,,181462,1,89,1549,36,271,66,181,0,26000000,1
181549,,181550,1,91,1096,21,308,92,224,0,135999984,1
181769,,181770,1,100,2854,46,204,-9,214,0,650000000,1
181850,,181851,1,89,1572,35,275,69,182,0,40000000,1
181853,,181854,1,89,1499,34,278,73,187,0,4999999,1
181922,,181923,1,92,1699,32,273,54,206,0,37000004,1
181937,,181938,1,91,1040,19,313,97,227,0,122000008,1
181990,,181991,1,96,1303,28,303,75,238,0,45000004,1
181996,,181997,1,96,1385,27,301,71,241,0,25000000,1
182092,,182093,1,96,1473,21,289,64,249,0,96999992,1
182114,,182115,1,90,2037,36,245,34,230,0,125000000,1
182189,,182190,1,65,826,44,312,103,186,0,8000000,1
182217,,182218,1,89,1251,24,285,82,188,0,0,1
182336,,182337,1,91,915,19,322,104,232,0,1000000,1
182862,,182863,1,96,1491,21,290,63,247,0,194000016,1
182891,,182892,1,96,1707,27,266,55,236,0,116000008,1
183007,,183008,1,89,1312,29,277,76,186,0,25000000,1
183050,,183051,1,89,1474,34,279,73,188,0,0,1
183212,,183213,1,96,1405,26,293,66,249,0,13000000,1
183269,,183270,1,96,1446,22,290,66,247,0,37000004,1
183273,,183274,1,96,1409,22,292,69,249,0,1000000,1
183291,,183292,1,90,1928,33,254,43,231,0,196000000,1
183456,,183457,1,92,1384,20,295,83,198,0,13000000,1
183583,,183584,1,96,1275,25,307,80,241,0,19999998,1
183608,,183609,1,96,1402,26,293,67,248,0,4999999,1
183660,,183661,1,96,1470,21,291,63,247,0,146000000,1
183708,,183709,1,96,1720,34,271,53,233,0,96999992,1
183808,,183809,1,89,1309,29,279,74,186,0,4000000,1
184161,,184162,1,30,243,147,245,115,111,0,520999968,1
184186,,184187,1,65,810,45,316,106,187,0,1000000,1
184294,,184295,1,92,1214,20,313,87,215,0,25000000,1
184412,,184413,1,96,1410,27,293,67,248,0,0,1
184513,,184514,1,90,1812,34,257,44,230,0,170000016,1
184530,,184531,1,90,2314,45,230,14,228,0,50000000,1
184561,,184562,1,100,2418,38,226,8,219,0,1104999936,1
184660,,184661,1,92,1279,19,307,88,210,0,129999992,1
184661,,184662,1,92,1248,19,309,89,212,0,73000000,1
184721,,184722,1,91,850,16,329,110,234,0,4999999,1
184823,,184824,1,96,1632,24,283,55,246,0,79999992,1
184949,,184950,1,65,853,42,319,105,190,0,1000000,1
184987,,184988,1,89,1477,29,278,73,185,0,4999999,1
185077,,185078,1,91,871,16,324,106,232,0,4999999,1
185181,,185182,1,96,1548,23,289,62,248,0,125000000,1
185361,,185362,1,89,1340,26,278,79,189,0,4000000,1
185402,,185403,1,89,1548,34,278,74,190,0,9000000,1
185403,,185404,1,89,1664,31,272,70,188,0,29000002,1
185430,,185431,1,92,1272,19,299,87,206,0,194000016,1
185579,,185580,1,96,1431,25,292,67,247,0,264999984,1
185724,,185725,1,100,2303,39,231,9,225,0,761000000,1
185763,,185764,1,65,966,45,306,98,185,0,1000000,1
185793,,185794,1,89,1238,25,291,84,189,0,0,1
185818,,185819,1,89,1439,33,284,79,191,0,0,1
186186,,186187,1,89,1293,28,282,80,189,0,4000000,1
186263,,186264,1,92,1257,18,302,89,207,0,109000000,1
186298,,186299,1,92,1419,25,298,74,210,0,2000000,1
186373,,186374,1,91,1165,22,317,90,244,0,1000000,1
186406,,186407,1,96,1420,26,291,67,246,0,100000000,1
186466,,186467,1,96,1402,22,292,70,245,0,1000000,1
186673,,186674,1,92,1350,20,308,84,211,0,33999996,1
186823,,186824,1,96,1524,24,289,63,248,0,276999968,1
186972,,186973,1,89,1310,33,274,70,181,0,0,1
187024,,187025,1,89,1427,33,285,78,191,0,1000000,1
187079,,187080,1,92,1243,18,305,90,210,0,128000008,1
187109,,187110,1,92,1245,21,310,85,214,0,26000000,1
187114,,187115,1,92,1463,25,295,72,210,0,9000000,1
187334,,187335,1,85,2691,49,206,-7,220,0,16000000,1
187371,,187372,1,65,852,48,316,106,187,0,4000000,1
187393,,187394,1,89,1234,25,292,85,189,0,0,1
187412,,187413,1,89,1465,32,281,72,183,0,96999992,1
187533,,187534,1,91,955,19,321,102,230,0,26000000,1
187748,,187749,1,100,2589,38,211,-1,209,0,1313999872,1
187836,,187837,1,89,1427,33,286,80,193,0,2000000,1
187840,,187841,1,89,1463,26,289,82,194,0,0,1
187884,,187885,1,92,1249,18,304,89,210,0,72000000,1
187925,,187926,1,92,1507,26,292,70,209,0,1000000,1
188101,,188102,1,90,1903,28,258,48,233,0,52000000,1
188172,,188173,1,100,2420,40,218,1,218,0,519999968,1
188286,,188287,1,89,1593,35,274,69,184,0,1000000,1
188300,,188301,1,89,1645,26,281,74,193,0,52000000,1
188368,,188369,1,92,1508,25,293,70,208,0,81000000,1
188374,,188375,1,92,1425,24,298,75,210,0,4000000,1
188558,,188559,1,90,1873,28,261,53,232,0,337000032,1
188596,,188597,1,90,2240,45,227,6,231,0,49000000,1
188603,,188604,1,85,2927,49,197,-13,215,0,98000000,1
188604,,188605,1,85,3067,50,187,-19,209,0,112999992,1
188609,,188610,1,85,3079,55,167,-32,200,0,170000016,1
188682,,188683,1,89,1240,27,289,86,188,0,0,1
188764,,188765,1,92,1253,18,304,89,210,0,65000000,1
188785,,188786,1,92,1221,20,315,89,214,0,72000000,1
188837,,188838,1,91,845,16,328,108,233,0,4999999,1
188901,,188902,1,96,1309,24,301,76,249,0,4000000,1
188985,,188986,1,90,1932,30,252,44,231,0,181000000,1
188995,,188996,1,90,1930,33,252,42,230,0,241000000,1
189224,,189225,1,92,1468,26,294,71,209,0,8000000,1
189246,,189247,1,91,805,16,330,109,233,0,0,1
189587,,189588,1,92,1312,21,309,84,212,0,96999992,1
189658,,189659,1,91,904,21,329,104,234,0,0,1
189834,,189835,1,100,2712,39,204,-6,205,0,1252000128,1
189911,,189912,1,89,1469,33,283,76,189,0,0,1
189929,,189930,1,92,1459,20,294,80,201,0,65000000,1
189978,,189979,1,92,1244,20,315,88,215,0,10000000,1
190083,,190084,1,96,1216,22,317,88,252,0,0,1
190373,,190374,1,92,1254,20,315,88,215,0,4999999,1
190525,,190526,1,96,1375,20,297,71,245,0,33999996,1
190536,,190537,1,96,1369,21,297,73,245,0,0,1
